Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Phoebe,Sayornis phoebe,178329,85813,EAPH,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,FALSE,,Great Crested Flycatcher,Myiarchus crinitus,178309,85791,GCFL,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,24-05-2018,00-01-1900,00-01-1900,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,House Finch,Haemorhous mexicanus,,926917,HOFI,FALSE,FALSE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,5 - 7.5 min,Visualization,,TRUE,,Red-winged Blackbird,Agelaius phoeniceus,179045,93613,RWBL,FALSE,FALSE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045,93613,RWBL,FALSE,FALSE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045,93613,RWBL,FALSE,FALSE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,FALSE,FALSE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,,Yellow-billed Cuckoo,Coccyzus americanus,177831,89102,YBCU,FALSE,FALSE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,25-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,TRUE,TRUE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Great Crested Flycatcher,Myiarchus crinitus,178309,85791,GCFL,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,,Great Crested Flycatcher,Myiarchus crinitus,178309,85791,GCFL,FALSE,FALSE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,FALSE,TRUE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Yellow-throated Vireo,Vireo flavifrons,179009,93573,YTVI,FALSE,TRUE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,26-06-2018,00-01-1900,00-01-1900,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
